id,top_tier_site,site_parent_name,site_name,geo_waterbody
f12c7ada34613e8066d1695937a6cb73,Wensum catchment,Penny Spot Beck,"Elsing , Elsing Road bridge",GB105034051010
f13b6cd80180425ce60ac8f08dbf7d03,Bure catchment,Scarrow Beck,Gresham Old Mill,GB105034055740
f13d7ad3e8c4c9e2e556df0173de38ae,Tamar,Main Tamar,Haydon,GB108047008050
f13d7db20533c6362ff5ee61101e6b38,Helford,Constantine,Trewardreva,GB108048001870
f13e4b5b64779c8d5dd15c998bea53fd,River Wharfe,River Wharfe,Conistone d/s,GB104027064253
f13eb3eedb7ea03833e2c6e7a3db04b5,River Severn,Blakeney Brook (Blackpool Brook),d/s Wenchford,GB109054032610
f141c518594dfb1d247101f7868f2517,Wensum catchment,Wensum (central),U/S Drayton Green Lane,GB105034055881
f14243b3b44dd73e264596841a746a0f,Mersey,Glaze,GLGL05,GB112069064520
f1435e42d0533c2952a4b2dd886966e6,River Little Avon,River Little Avon,"Horsebridge, u/s Wickwar WRW",GB109054026580
f1538ad24a93b247a9100fda0aedb5a6,Darent,Darent - main river,Sevenoaks Wildfowl Reserve,GB106040024221
f159fdb3a928f3264b386768859fcb37,Isle of Wight,Medina,Nettlecombe Farm,GB107101006220
f15ba87900bea04fd3ac05e689bf3ca5,River Kent,Flodder Beck,Flodder Beck #4,GB112073071340
f1636d0f60741fc7f9cc9f931cc373dc,Thames,California Brook,DS Bourg Walk,GB106039030380
f1647c23742d177a5f852f3807c78f2c,River Ure Tributaries,R. Skell,River Skell (d/s Ripon Bypass),GB104027064140
f16bbe52aa02b4666b27b3acff127f23,Taw,River Taw sites,Taw Green (Sp),GB108050008250
f1740db7f9c2560a6f2524dff8b39f94,River Severn,River Chelt,u/s Dowdeswell Reservoir,GB109054032820
f1794b77a979d6e0a7227d5d2e143e69,Strat & Neet,Main Neet,Penfound Manor,GB108049007240
f17f80da8944e814eea3d85b5645a9a9,Mersey,Micker Brook,MRMI20,GB112069060940
f180872270526a34b9d9f5dcfcb8e6dd,Nene Catchment,Alledge Brook,Cranford,GB105032045180
f1812ec4eaa603c761c64ff5687d5d6b,Tavy,Main Tavy,u/s Denham Bridge,GB108047007840
f182183b5967e189e9a735371a86f133,River Crake,Smithy Beck,Test Site (F.Beck),GB112073071190
f184f7dcaa6634507f0be2a89ae02730,Somerset Area,Wriggle River,D/S Heneford Mill,GB108052015540
f18b938e9b7e78df75692f8c11aac103,River Eden,Raven Beck,"1154.00 Loo Gill, US ford",GB102076073840
f19156b9754c8f5413739fb356dcd6d7,River Mole,Mole - main river,Norwood Farm D/S Cobham,GB106039017621
f1937949272697029c13b04ae6e25a19,Swale,Swalecliffe Brook,Convicts Wood,GB107040019630
f194ec7a7a190a396777323669bf50b0,Mersey,Naden Brook,RONA05,GB112069064710
f19e509b06f70005ce9a8147552b4377,River Derwent,River Cocker,"1619.40 Sail Beck, River Cocker",GB112075070350
f19ec37dc8b6ad69e0004e6de4d97ed9,Crane,Crane,Cranford Park,GB106039023030
f1a1be43c65422373c5db37189c2749c,Colne,Colne,Merchant Taylors CPUE,""
f1a27428aa5fa432f3e7a647b48e4fce,River Wear,Harthope Beck,Strawberry Wood Ford,GB103024077340
f1a9e25252fcd10d576b69476e8fb444,River Lune,River Lune,D/S Potlands,GB112072071760
f1add5d0408f5d8de1bec98082cd2b6e,River Severn,Smite Brook,"Street Ashton Farm, Stretton-under-Fosse",GB109054044630
f1b7b171f6d64b9024f7e8718af980ad,Upper Ouse,Great Ouse (Brackley to Newport Pagnell),Mount Mill Farm,GB105033037920
f1b95fbbd10bcaa85bc919ad8933476d,River Swale,River Swale,Thornton Bridge - Fry Survey,""
f1cd549095e45b4b6c40e7d82b301732,Wensum catchment,Swannington Beck,"Felthorpe ,  Haveringland Road bridge",GB105034051070
f1ce05c568c5066ceb669e8b6bae08a9,River Lune,River Twiss,Waterfalls car park,GB112072071630
f1d0ec34aa43a6c967f01038128a089c,Mersey,Irwell,IWIR25,GB112069061450
f1d20971ca4b24cfbfb11fafcb4695a0,River Derwent,River Derwent,"1760.50 From Footbridge, Mill Stream",GB112075070520
f1d6b847ffb8742feb41067177872a06,River Loddon,Blackwater,U/S Cove Brook,""
f1d99ca26b6d36a163bd83de25e3aeab,Torridge,Moor Brook,Okehampton Camp*,GB108050008080
f1df476f53695910e5f55f1ed99fe1ec,River Eden,River Caldew,"2314.50 US EA Level Monitoring Stn, River Caldew",GB102076073880
f1e0255680233febf1df605cd3087a9f,Coastal Streams,Penwartha Coombe Stream,Penwartha,GB108049000700
f1e360f462a5eb4f67b5c66f9ebd895c,Somerset Area,Sowy River,Beer Wall,GB108052021120
f1e4d45894d8af6c54e594c86d4edca8,River Loddon,Blackwater,Riseley,GB106039017320
f1e7c43276088aa2e9fd277b5a1d739f,Weaver,Cheney Brook,CY02,GB112068060460
f1e80a439b5b7bfe247660a7ce399956,River Wear,Cow Burn,Cow Burn,GB103024077460
f1ed4382c77dd42f5020f77fa29ba1c7,Upper Ouse,Great Ouse (Brackley to Newport Pagnell),Haversham Weir,GB105033038000
f1faf61f2bd5e9b330c7c3e30e88d2ca,RIVER TRENT,RIVER TRENT,Burton - Branston,GB104028047180
f202ac95bf00baf308a8dc3388cf228d,River Eden,Robberby Water,1138.80 Robberby Water,GB102076073810
f20c378b29c9d5f97db2da4fd5698496,Tamar,Main Kensey,St. Leonards,GB108047007960
f20d2e236c3f1a5cd9de2660410442cf,River Nidd,River Nidd,Killinghall,GB104027068291
f21a25c65e6f8910f3726d19c21db438,Somerset Area,Main River Brue,"Church Moor, Baltonsborough (Te)",GB108052021180
f21ca2178ea98bfddc0ba5f3ba4b2e64,Nene Catchment,Above Wansford,Lilford U/S,GB105032050381
f221364ccd1e0c6d42e96eb318285ca8,Witham Catchment,Medlam Drain,Hakerley Bridge,GB105030056460
f221bd9190fdc4741169ceb2944938fc,RIVER TRENT,RIVER TAME,Hemlingford Bridge,GB104028046440
f226a4fb329353857831cf026f745584,Medway,Bourne,Pierce Mill,GB106040018210
f22901927640027bc10763e06d42d74b,Thames,River Evenlode,Langley Mill Lower Channel,""
f22c0317d2d7976fc492e36f386b131e,River Dearne catchment,River Dearne,D/S railway bridge (d/s control),GB104027063173
f22d2f04ea91cfb9f19e98b5656f1d80,Glaven catchment,Glaven upper,Bodham Harts Lane,GB105034055780
f230b8e9d479851198e0ed2d4e4711f0,Warwickshire Avon,Warwickshire Avon,Anchor Meadows. G Billington Lock - Harv weir LB,GB109054044401
f2343ef1fc9e09cc82ce3abe90f92c61,Stillwater Surveys,Cheshire,"Matthews Pit, Northwich",GB112068060500
f235ac639a34f46e0c5f319abf8b1a69,RIVER TRENT,RIVER TRENT,Walton on Trent,GB104028047180
f235b5e3078229b8c91a970de1bb2b7e,Warwickshire Avon,Bretforton Brook,Black Banks,GB109054039340
f238c1ea80fbdf2e23062bc133742af6,River Bela,Peasey Beck,226.00 Bendrigg,GB112073071090
f23a8c54cb9ae2fcb7a8f642f4896aec,River Tweed,River Till,Chatton,GB102021073040
f23cf841264deef238f3a6937407a291,River Severn,Pontesford Brook,Habberley,""
f23d89ba88244e9fd91db3b612d7d632,Thames,River Leach,Between Faringdon Mill & Railway Crossing,GB106039030040
f23dfca42e177e1dc8854dafd9d97492,River Coquet,River Coquet,Debdon Burn,GB103022076690
f23e40e00073f73d0c950eb29f374050,River Eden,"River Eden, upstream Eamont confluence","1001.00 Hanging Lund, River Eden",GB102076070590
f2415d4a66356394bdaa2304fcf55b95,River Loddon,Blackwater,D/S Greenacres,""
f2433f7ae81d9d9dde654d822fc5f807,Witham Catchment,Grantham Canal,Harlaxton Bridge,GB105030056740
f243aacf668e2ef6ae0f0255923f2d91,TRENT,DERWENT,Nooning Lane,GB104028053240
f24b0788608e9514d3f4f52f6d5a09a7,RIVER TRENT,RIVER PENK,Cuttlestone Bridge,GB104028047120
f24ba1bf84f560c6c8b90a59fb2a726f,Stour,Main river sites,Longham Bridge,GB108043011040
f24e7ddd5b410047f8b3fbab395cc86b,River Eden,Haweswater Beck inc. Cawdale aka Howes Beck,1098.75 Haweswater Beck,GB102076070720
f25020f257b42566f561e78d5187fb7d,Waveney catchment,Starston Beck,U/S Starston Bridge,GB105034045880
f25057f8eff709d6faf6e1baf768cee4,River Severn,River Onny,U/S Plowden Mill,""
f25459dbf7f39538628ffc4754353fde,Mersey,River Etherow,ETET05,GB112069061050
f259fcb309f9a000ae8db715097f2e36,River Tyne,River Don,River Don at Boldon North bridge (d/s),""
f263ecc9b1306ce1a2b9eb09028da6d0,River Wear,River Wear,River Wear at Durham City (c),GB103024077621
f264d347456ee20f8ae784ea3fc8765a,Somerset Area,Petherton Stream,Hulkshays Farm (Se-06),GB108052021360
f26669e80751bda230c71f3a6b888dce,River Ribble,Cowens Farm,Below Weir,GB112071065500
f2679e3d150db98cbd6433ecb6e91050,River Tyne,River Rede,Low Leam Burn,GB103023075320
f268854c617abce964f2aba8bc68ecdf,River Eden,River Caldew,2320.00 River Caldew - Dalston,GB102076073880
f26c794aa8cc42408bd7f245775bc2ce,Somerset Area,Main Horner Water,Lang Combe (d/s Pool Bridge) (Se-02),GB108051020220
f26ed3eff7bb2f1d78ca7f8f1c0645ff,River Severn,River Sherbourne,Pickford Brook,GB109054044620
f26f72c6ae17a925fad00e6935955d8c,River Wear,River Wear,River Wear at McNeils,GB103024077460
f279625593a593993d5971eff7860ebc,Wye,Cogwell Brook,W171L,GB109055041950
f27c7a2dafb85af7da4aaeefc7bbfc56,TRENT,EREWASH,Toton - Top Main River,GB104028052480
f27d39db31e68425ee0691a1378589b5,Stour Catchment,Bildeston Brook,Consent Lane,GB105036040750
f27eb1bb2178793df2f075508eeba689,Lincolnshire Tributaries Sites,South Forty Foot Tributary Sites,Horbling,GB105030056490
f281fe602df49e633cca5424119be845,River Rother catchment,Barlow Brook,"Crowhole Dyke, Commonside",GB104027057700
f28341a87111413c3e75475e3c5e221c,Middle Ouse,Pix Brook,Letchworth STW,GB105033037730
f2868e9e0a85ca111962b0bc1f1f7629,Wye,Olchon Brook,Glandwr,GB109055036820
f28a08293a8de0d631735fb860f05455,Thames,TWARP reaches of the Thames,Sandford - Abingdon - Middle,GB106039030334
f28c0787cfb4615e54cf6ca88b1423e6,Somerset Area,Chinnock Brook,Broadstone Farm,GB108052015310
f28d375bf07df3c5e8e0dee385b97944,Wye,Arrow,W053q,GB109055041840
f290cf498558d567180ddc69ba3ec272,River Calder catchment,River Calder,Sands Mill (Dewsbury),""
f2965989832ccfde50e5462c5bbc186c,RIVER TRENT,RIVER BLYTHE,Cheswick Green,GB104028042400
f2974e1d089d2fd63916a86c577fbaf8,Coastal Streams,Trevaylor Stream,Kenegie,GB108048002100
f297ecdb931dddc42b0b75e440aead72,Witham Catchment,U/S Bardney,Ex Power Station (Witham),GB105030062420
f2a8863bb00a2e0d2f87d9cd24ba43e6,RIVER TRENT,RIVER BOURNE,Fillongley,GB104028042410
f2aa8972770b4c72b29314b3b270a598,Bristol Avon Catchment,Wellow Brook,White Bridge,GB109053022250
f2aeb870b74684d4a6ac75465ce78fa7,Stour Catchment,River Stour Middle,Higham Hall,GB105036041000
f2af9a6fbcbf6ee0e258a439f6bea1a2,River Crake,Greenholme Beck,Wateryeat,GB112073071190
f2b0fb46180d6b4e43205573071811c6,Chelmer Catchment,River Chelmer Lower (C&B Navigation),Ulting Church,GB105037033530
f2b266d9793d411d08904b1717be963d,River Severn,River Leadon,Payford Bridge,GB109054039570
f2b4ec9265be4e5c7aa7a8636a32af27,River Severn,Quinney brook,Ashes,GB109054044350
f2b550e37012a35d27bba26727b38333,Adur,Adur East Arm,Brook Lodge,GB107041012220
f2b6117e0bc7d9f581593bf43fa2a94e,Duke of Northumberland,Duke of Northumberland,Hatton Road,GB106039023480
f2b7166965615f3fe167a5d820a06c74,River Lune,Kettles Beck,D/S Waters bridge,GB112072066080
f2b836bee2b2116afe6fa4eb18f6ee5b,Upper Ouse,Great Ouse (Brackley to Newport Pagnell),U/s Mill Farm,GB105033037920
f2bb6dc7f59a1334d09c3df0b17f8942,River Aln,River Aln,Coe Burn caravan park,GB103022076260
f2bca7d12450d7b070fd815a3273b860,River Severn,Cound Brook,Stapleton,GB109054049490
f2c3afb4ca5fac11305fbcad8f916e28,Coastal Streams,Tregrehan Stream,Tregrehan,GB108048001330
f2c71d7984b3f61f059dd0cea68b834b,Deben Catchment,River Deben (Main Reaches),Naunton Hall Farm,GB105035046310
f2ca04c8030750993a811c1ded099adb,Coastal Streams,Porthcothan stream,Lewidden,GB108049000120
f2cd7c84823ab2590b81cbc8546d02c0,Blackwater Catchment,River Blackwater,Ashmans Farm,GB105037041160
f2cdea99e05de504824beabbb52fa038,River Severn,Batchley Brook,Batchley Brook,GB109054043890
f2cf1700c95b179d2fae89bf6b039b34,Border Esk,Logan Water,"2105.00 DS Loganhead, Logan Water",GB102077074400
f2e0568c7eac03aea5b0fcbd49d947fa,Border Esk,Stennies Water,2063.00 Under Stennieswater,GB102077074480
f2e1adcd58f171757cea30375d168c64,River Tees,River Skerne,"Spatial Coarse, River Skerne, Aycliffe Village",""
f2e512c5c66dba6fcf0cbb32f2669ce9,Bure catchment,Bure (central),D/S Plantation Bridge,GB105034050930
f2e5a1ff55968e0b748cdfc504edb6cc,River Wey,Addlestone Bourne,Woburn Park,GB106039017020
f2e64450d9442515d8315d62930e7e34,Upper Ouse,Great Ouse (Newport Pagnell to Bedford),Kempston Mill,GB105033047923
f2e6cd12c1582859aca4a03131f15d18,Lower Ouse,Cut-Off Channel,Willow Grove Farm Lakenheath,GB105033043400
f2f0bf4f1f8dc13121d2c7061b0d310e,East Hampshire,Hermitage Stream,Bentworth Close,GB107042016370
f2f247ed778955abe2bc655dba456b99,Nene Catchment,Alledge Brook,Woodford,GB105032045180
f2f4b60eb638a98196f11e8ab5303c22,River Severn,Warth Brook,Aylburton,GB109054032530
f2fff50bd9d22a911d296eb79de06455,Lee,Mimram,Rye end cottages,GB106038033460
f306d4a48b3a60e29eef2202a168e21a,Exe,Main River Exe,U/S Intake/Carnarvon Arms (Dip)*,GB108045015060
f30e0a3e3e4dd3f8addf40e1334ec747,Camel,Main Camel,d/s Camelford Fish Pass Dip 1,GB108049007060
f31230b5d1ccad6f9f278e52b3085cf7,Lincolnshire Lakes,Lincolnshire Lakes,Grimoldby Lake,GB105029061680
f314686241fe91f10384c82305b3b021,Alde & Ore Catchment,River Fromus,Saxmundham,GB105035045980
f31de9bc8a9d82b04b1609ceb1fa1bb1,Dart,Harbourne River,Harbourneford (Sp)*,GB108046005170
f31eb794fb6543e479946e64b6f61cfd,Wye,Lugg,D/S Wergins Bridge,GB109055036790
f32175164d6f4ae63316cfea06047d0c,RIVER TRENT,Church Eaton Brook,Church Eaton Common,GB104028046780
f32536e7a43fb4ac08690774d9cd232b,River Ribble,Whitendale RSA/HMWB 2011 onwards,9W,GB112071065420
f32563f3b231c12e37eae1551a666044,RIVER TRENT,RIVER MEASE,Edingale,GB104028046560
f325ded8dff700f06f40fc6c31bdf54d,Chelmer Catchment,River Wid (Main Reaches),Shakestones Farm,GB105037033900
f32951787436287c52f31196062bf183,Somerset Area,Main River Brue,Lower Sutton Farm,GB108052021090
f333e0e7761ef5ace23ac1ddb20c992a,Colne,Colne,Denham,GB106039023090
f33c77f4a1f7e65e64b59aa55c83b52e,River Severn,River Teme,Downton,GB109054044500
f342e74d1168b30249a2153c3c7b1f17,Coastal Streams,Poldhu Stream,Chypons Bridge,GB108048001650
f346a4981c715033f0b2f4c57dd2ed1b,Nene Catchment,Above Wansford,Denford U/S Lock,GB105032050383
f348fa1bb3502eea3ad30e6b5963df16,East Hampshire,Beckford stream,Lovelocks Farm,GB107042016350
f34cc3c431c214a4398d9b2c6b167fbb,Bure catchment,Hickling Broad,700,GB105034051360
f34e771d315999bcd6a4e1daea6debc7,TRENT,FAIRHAM BROOK,Bunny,GB104028053150
f3508ef17c3fdba5c67c00c1862aa08d,Lincolnshire Lakes,Lincolnshire Lakes,Pioneer A.C. Lake Site 0,GB104029067620
f3509a367dee050d53a5977e1a356810,Bristol Avon Catchment,Tetbury Avon,Back Bridge,GB109053027780
f3604689b49597c5d98af67a4e73ce43,Wensum catchment,Booton w/c,"Reepham, Whitwell Street Bridleway d/s",GB105034051120
f37b1540106b9c7304f0a0af9789341f,River Calder catchment,River Calder,Ravensthorpe at weir (old site),GB104027062630
f37f31c8090744de2cd558836d841627,Carrick Roads,Main Kenwyn,Treworder Wood,GB108048002340
f37fd229a6d670940c43fe13b40dbd7c,Tamar,Main Ottery,D/S Trengune Br,GB108047007810
f38144329308999fa2341d78cbbad22c,Adur,Adur East Arm,Stairbridge Lane,GB107041012210
f3838c0d376b006344a3adeeca04ba6f,River Bela,Peasey Beck,D/S Killington,GB112073071090
f38494b2927c00c910966f292b0fa65d,River Derwent,Bannerdale Beck,1547.03 Bannerdale Beck 30m US Glenderamackin,GB112075070490
f38928c99bfdacc8212b0689ee959415,Bristol Avon Catchment,Main Somerset Frome,Vernal Lodge,""
f38dd95c7656304af4958be408932ab5,Colne,Colne,Packetboat Lane,GB106039023090
f3964a5f9cf14959c9c4c3dfc0d154f2,Cumbrian Esk,Blea Beck,"1971.00 YHA, Blea Beck",GB112074069960
f3997a0b85334266897d3e0b46e499a3,Lee,Ash,Much Hadham,GB106038033290
f399c229468993af2703e7d41c2e660b,Coastal Streams,Rialton Stream,Priory,GB208049000000
f39a5dbf662f6fd2ce4784dbf7a07fb7,Lynher,Deans Brook,Greatdown Wood,GB108047007670
f39d4dbec8d6fc22d5e671b9d1e37f78,Helford,Bosanath,Roskilling,GB108048001830
f39f9532a53dedbf96e12ea821e43f84,Thames,Upper Thames,Godstow weirstream,GB106039030334
f3a16a23175be201bbec0e35aee4911c,River Ehen,River Ehen,1864.00 Wathbrow,GB112074070010
f3a4f8d049f686a8d885d273aefd7e3a,River Ribble,Colne Water,Laneshaw Reservoir,GB112071065210
f3a545c58057ca6e15f3b58693032da9,Plym,Ditsworthy Leat,Ditsworthy Leat,GB108047003650
f3a5f4e5be1ffe483c1daab4a0c27953,Border Esk,Moss Peeble Burn,"2082.00 30m above ford, Moss Peeble Burn",GB102077074500
f3a69ce02d98af10f6761c962b0dad41,North West Norfolk,Relief Channel,Wiggenhall Bridge,GB105033047660
f3b02a5b881eb289aef1ef53fe3f23ce,River Ure Tributaries,Holburn Beck,u/s Confluence,""
f3b2390a44014cf5ba5323dcf9124e7c,Tamar,Main Kensey,New Churches,GB108047007960
f3b5ffdf0cc4c6a63ec920d7567c4843,Bristol Avon Catchment,Main Somerset Frome,Snarlton Farm (Te),GB109053021840
f3b756796cb5cee139342aa5aceac2d1,Stour Catchment,River Stour Middle,Boxted Mill,GB105036040942
f3c5cbf9e0685461d3577e5a79257074,TRENT,SOAR,Barrow Weir,""
f3c8aa9c0bf6cc8aaaa6be50d12975bb,Bristol Avon Catchment,By Brook main river,Slaughterford,GB109053027380
f3d004392207cc5038555ed31a69e22e,Piddle,Piddle,Throop,GB108044010080
f3d2fbeb480dd79c305683debcbd8fb4,Dart,Main East Dart,D/s Dartmeet Bridge (Dip),GB108046008350
f3d89ce505d7dafd74bf86ce37dafc29,Fowey,Main Warleggan,West Wood,GB108048007630
f3dd592c18b6250d9718fa43dfb97a4b,Thames,River Lambourn,Whelford Park,GB106039023220
f3dddff06e69163ce7607a6251517660,River Severn,Warwickshire Avon,Marston Hall (original site 10),GB109054043920
f3e47b2c4e236275707c550a7db7cfee,Wye,Lingen Brook,W101b,GB109055042060
f3e52f9f926a0483816cea306639c5d3,Taw,Venn Stream,U/S Whitemoor Bridge (Sp)*,GB108050014620
f3e88072aea826c20d1279397cd609bd,River Don catchment,River Went,At Don Confluence,GB104027064260
f3efc90f7afe631e6aa662e1d6a1f538,Camel,Main Camel,u/s Worthyvale,GB108049007060
f3eff55f2eeb6fc04bb1fd5a1c92b2b5,River Esk,River Esk,"6.0 Toll Road, Grosmont ESK/SA/Q/003",GB104027068150
f3f2ac8606b72c03cf9438b6a08decd4,Tamar,Main Inny,Bealsmill,GB108047007890
f3f3b688edec23f2f6885cada37175de,Blackwater Catchment,River Blackwater,Stisted FGS,GB105037041160
f3f629b1289c719e91a3ccc5a5c1e736,Menalhyl,Menalhyl,Redbarn,GB108049000070
f3f6a937e973aeb7494dfc8bb891fdba,Middle Ouse,Ivel,Beeston,GB105033038170
f3f8663f53f69cccf7a097be23be0923,Itchen,Itchen,"Shawford, downtream of Norris's Bridge",GB107042022580
f3fa4b294e564d3f592fe96af0e65536,Gowy,Gowy,GWGO06,GB112068060280
f3fbf4acf3e966cf854a59d8b0a7239c,Nene Catchment,Above Wellingborough,Wellingborough Back Channel,GB105032045050
f400b872ee76124c61a61c9178684d42,River Eden,Haweswater Beck inc. Cawdale aka Howes Beck,1100.70 Cawdale Beck,GB102076071010
f401d8c38693a367b9100bce14b97918,River Severn,River Leadon,Durbridge Mill,GB109054039570
f403cfedc0801b846740a62b2f172a6e,Fens,Little South Holland Drain,D/S caravan site,GB105032050400
f408b1909209f74aab59577e5579bc45,Mersey,River Tame,TATA10,GB112069061290
f40978aff90cbd72bafd6a5be517c56b,River Don catchment,Went at Ackworth School (project),Site 2 (d/s log jam),""
f409dba63621d15901aa5e9e18766272,Stour,River Crane,Verwood Manor Farm,GB108043016090
f40cd86d2218c46a18a1cdb82cdeaab6,Torridge,Hookmoor Brook,Maddaford (Sp),GB108050008170
f41e2619f159fe1e9215f6820520f1aa,River Kent,Thursgill,683.00 Thursgill #3,GB112073071370
f41ecd4946bdf1c3a5f70d3d76465ff9,Witham Catchment,Farroway Drain,Farroway Depot,GB105030056140
f4212a02796e10bc8cb58ef3a4f67c4f,River Severn,Warwickshire Avon,Stareton Gauging Station,GB109054043690
f425fa385d933a734401069142187e8e,Lyn,Main East Lyn,Staghunters (Sp)/(WFDi*),GB108051020610
f42cb7cc447a6738b3e08a4e595c9a3c,River Duddon,Castlehow Beck,Castlehow Beck,GB112074069940
f437bc0891e5f6fba66d4c3df6fd3a6c,River Leven,Rydal Beck,US High Fall,GB112073071140
f43901b3c6eb31e6528f3ecfbc41458b,Yealm,Main Yealm,Putta Pool,GB108047004050
f44205a7f9200f9da70af58a66294929,Test,Test,Linhay Meads,GB107042016460
f445c121fd0acec56806692a483b3f8a,River Lune,River Lune,Ashton Haaf Nets,""
f44728d395678850be0f6147f44e2cd2,River Tees,River Skerne,"Spatial Coarse, River Skerne, Albert Road",GB103025072593
f44cf29cd5bf0efc21b0072815a75371,River Mole,Earlswood Brook,Lonesome Lane Earlswood,GB106039017621
f44f984a125c0e1df9f1930b06ce9d33,Ouse,Ouse,Avins Bridge,GB107041012720
f45368ec5f952a217c3c6656a5ad62d7,Stour,Main river sites,Stour at Millmore Farm,""
f4559b83a394f95208cb03efc777e614,River Tees,Tees Barrage,Tees Barrage Elver Pass 2010,GB103025072592
f45732a3195938d9169a7d15f6e9aeb8,Colne Catchment,River Colne Lower,Swanscombe Farm,GB105037041330
f45839de205112b26b0568a3370b9e1e,Avon (Hampshire),Deane Water,Jones's Mill,""
f458ffc5c75ee65039e2b058f382ef5d,Middle Level System,Sixteen Foot Drain,Riverside Lodge,GB105033047700
f4620155b7b431a46a2f6b3a8df1eaeb,Arun,Arun Tributaries,Newpound sq,GB107041017950
f46f468c1cf5f2b123253e15ace2eb05,Red River,Tehidy Stream,Tehidy,GB108049000600
f46fdb4f25d7f4d5aee927d52761225f,River Tyne,South Tyne,Black Burn 3,GB103023075410
f47b39b7563722861e62d3a5fa9e2cd7,Yealm,Main Yealm,u/s Dendles Wood,GB108047004050
f47c9dd8d0a331e92a52a6f49036ab58,Fyke Netting,River Welland - Tallington,Maxey Cut,GB105031050600
f47f01c73e674dea0cc50e090821317d,Colne,Alleviation of Low Flow (ALF) study,Denham Country Park,""
f482b365035dbd4ad64ade4b3f86e6d4,Blackwater Catchment,River Pant (Main Reaches),Great Sampford D/S,GB105037041180
f484501e0da019cf0fe0ea4940e8bdbd,River Eden,River Leith,"1065.00 River Leith, Cliburn, Lyvennet",GB102076070900
f488bbd48b3aa0aecf4f98f52ce4ed6e,River Severn,Pipe Strine,Tibberton Moor,GB109054050180
f48a116574f9dad78e85c2de340006dd,TRENT,LEEN,U/S Bestwood Park Lake,""
f48cccd18e4bf31a542df13277d8d6f0,River Mole,Baldhorns Brook,U/S Ifield Brook,GB106039017470
f48f5e5dfabfcd394cedd0ff1ea203eb,Coastal Streams,Skelton beck,Marske Mill,GB103025071970
f48fd0df8b44b9c01b6f44ddb9110d1a,Welland Catchment,Bourne Eau,U/S Tongue End Pump,GB105031050720
f490fe5ce4574d88840708dd5b61ba03,River Ure,River Ure,West End,GB104027069500
f4937917de1de3a1537ff4aa37d9ea91,Mersey,Naden Brook,RONA03,GB112069064710
f49dce40f1c728add8d204854742bec1,Axe,Main River Coly,Heathayne (Te)*,GB108045008790
f49e4c2d7237dd6d1d31d3a940c762c2,Mersey,Rowarth Brook,RB01,GB112069060970
f49f547d87b9b8491cc2f88758f0e905,River Ribble,Hareden RSA/HMWB 2011 onwards,19H,GB112071065370
f4a378da7feb8d4ddcc078a2985efdef,Avon (Hampshire),Teffont Stream,WW Teffont Manor,GB108043011090
f4a39efdbef2be6499aef964b75efd92,River Swale,River Swale,Leckby,GB104027069590
f4a9ef79ce205c2f433c66f88423e8f9,Par,Main Par,d/s Rosevean Stream,GB108048002310
f4ac6e544906ce8d2db8d481c79b0637,Stour,River Allen,Barnsley Farm,""
f4ada5c5078acaf85875d8bd94528945,Piddle,Devils Brook,Fryers Bridge,GB108044010130
f4b12d6591b14d132e5079d197ce8993,RIVER TRENT,BLAKE BROOK,Bridge End,GB104028052930
f4b4e39ccfb341de3fb44700d40756c1,Fens,South Holland Main Drain,Foremans Bridge,GB105032050400
f4b8dcb150c8236975af7e47768d9694,Lincolnshire No Name Riffles Sites,Great Eau Riffles,No Name - LIN23X,GB105029061660
f4ba74fe235091d64cc551239f8a899b,Wensum catchment,Wensum (central),D/S Gt Ryburgh Bridge,GB105034055881
f4c5db14bb08c7e516b291e8fbf0d700,Middle Ouse,Fox Brook,Hen Brook Confluence,GB105033043240
f4ca77314c1d370d0a4233a4dc7d93c9,River Wyre,Barton brook,Barton Mill,GB112072065800
f4cebc63a3d5f61a131463cca29b5bdb,Deben Catchment,River Deben (Main Reaches),U/S Cretingham,GB105035046160
f4d1332b05bd41613b3f7893f08c908f,River Severn,Noleham Brook,Dorsington Manor,GB109054039470
f4d594116114e4d7cb33cd21a26b581f,River Ure Tributaries,River Ure Tributaries,"Hardraw Beck, Strands",GB104027069510
f4d6fcc20b91a2395d2ca75dd862f749,Stour,Main river sites,Throop u/s Glens Weir,GB108043011040
f4d92561d66e78c6b7f97199b51be4bb,River Lune,Barbon Beck,Barbon Beck PTC Lune,""
f4de6b79dfddf747e6c04fb8216ca229,Coombe Haven,Powdermill Stream,U/S Crowhurst Bridge,GB107041012550
f4e75e70ad60b4ab6a7ba77aa6010315,River Wear,Lumley Park Burn,Lumley Park Burn at Floaters Mill,GB103024077570
f4e79f7d7d636a90adca93354c6e8d5f,Taw,Langham Lake,Court Mill (Sp),GB108050014460
f4ea4116137c5c4f9b60af33ce5c042e,RIVER ANKER,Sketchley Brook,Wheatcroft Farm,GB104028042470
f4ec5f0a9202dc92c561d77d1692892e,Tavy,Main Tavy,u/s Harford Bridge,GB108047007950
f4ecd258407f2c4f1dd86710b00f069f,Test,Dun,Old Vicarage,GB107042016470
f4eebb68f4b6eecd68a59579565108d3,RIVER TRENT,LYME BROOK,Michelin Sports Club,GB104028053340
f4fa8522280cad7b9986e4f5e569d62a,River Ribble,River Brun,D/S Swinden Water PTC River Don,GB112071065090
